Food	Serving Size	Calories	Fat	Saturated Fat	Cholesterol	Sodium	Carbs	Dietery Fiber	Sugar	Protein	Labels	Ingredients
#5 The Super Sub Yellow Mustard (Bowl)	Bowl	28.04	1.8	0.12	0.42	510.29	1.92	1.43	0.2	1.77		Distilled vinegar, water, no. 1 grade mustard seed, salt, turmeric, paprika, spice, natural flavors and garlic powder
#7 Turkey and Provolone Yellow Mustard (Bowl)	Bowl	28.04	1.8	0.12	0.42	510.29	1.92	1.43	0.2	1.77		Distilled vinegar, water, no. 1 grade mustard seed, salt, turmeric, paprika, spice, natural flavors and garlic powder
#10 Tuna Fish Yellow Mustard (Bowl)	Bowl	28.04	1.8	0.12	0.42	510.29	1.92	1.43	0.2	1.77		Distilled vinegar, water, no. 1 grade mustard seed, salt, turmeric, paprika, spice, natural flavors and garlic powder
#6  Roast Beef and Provolone Yellow Mustard (Bowl)	Bowl	28.04	1.8	0.12	0.42	510.29	1.92	1.43	0.2	1.77		Distilled vinegar, water, no. 1 grade mustard seed, salt, turmeric, paprika, spice, natural flavors and garlic powder
#13 The Original Italian Yellow Mustard (Bowl)	Bowl	28.04	1.8	0.12	0.42	510.29	1.92	1.43	0.2	1.77		Distilled vinegar, water, no. 1 grade mustard seed, salt, turmeric, paprika, spice, natural flavors and garlic powder
#8 Club Sub Yellow Mustard (Bowl)	Bowl	4.67	0.3	0.02	0.07	85.05	0.32	0.24	0.03	0.29		Distilled vinegar, water, no. 1 grade mustard seed, salt, turmeric, paprika, spice, natural flavors and garlic powder
#9 Club Supreme Yellow Mustard (Bowl)	Bowl	4.67	0.3	0.02	0.07	85.05	0.32	0.24	0.03	0.29		Distilled vinegar, water, no. 1 grade mustard seed, salt, turmeric, paprika, spice, natural flavors and garlic powder
#1 BLT Yellow Mustard (Bowl)	Bowl	4.67	0.3	0.02	0.07	85.05	0.32	0.24	0.03	0.29		Distilled vinegar, water, no. 1 grade mustard seed, salt, turmeric, paprika, spice, natural flavors and garlic powder
#4 The Number Four Yellow Mustard (Bowl)	Bowl	28.04	1.8	0.12	0.42	510.29	1.92	1.43	0.2	1.77		Distilled vinegar, water, no. 1 grade mustard seed, salt, turmeric, paprika, spice, natural flavors and garlic powder
#11 Stickball Special Yellow Mustard (Bowl)	Bowl	28.04	1.8	0.12	0.42	510.29	1.92	1.43	0.2	1.77		Distilled vinegar, water, no. 1 grade mustard seed, salt, turmeric, paprika, spice, natural flavors and garlic powder
#12 Cancro Special Yellow Mustard (Bowl)	Bowl	28.04	1.8	0.12	0.42	510.29	1.92	1.43	0.2	1.77		Distilled vinegar, water, no. 1 grade mustard seed, salt, turmeric, paprika, spice, natural flavors and garlic powder
Chipotle Turkey Sub Yellow Mustard (Bowl)	Bowl	28.04	1.8	0.12	0.42	510.29	1.92	1.43	0.2	1.77		Distilled vinegar, water, no. 1 grade mustard seed, salt, turmeric, paprika, spice, natural flavors and garlic powder
Pepperoni & Cheese Yellow Mustard (Bowl)	Bowl	28.04	1.8	0.12	0.42	510.29	1.92	1.43	0.2	1.77		Distilled vinegar, water, no. 1 grade mustard seed, salt, turmeric, paprika, spice, natural flavors and garlic powder
California Club Sub Yellow Mustard (Bowl)	Bowl	9.35	0.6	0.04	0.14	170.09	0.64	0.47	0.07	0.59		Distilled vinegar, water, no. 1 grade mustard seed, salt, turmeric, paprika, spice, natural flavors and garlic powder
Turkey Club Sub Yellow Mustard (Bowl)	Bowl	4.67	0.3	0.02	0.07	85.05	0.32	0.24	0.03	0.29		Distilled vinegar, water, no. 1 grade mustard seed, salt, turmeric, paprika, spice, natural flavors and garlic powder
Chicken Salad Sub Spicy Brown Mustard (Bowl)	Bowl	42.52	1.65	0	0.38	425.25	1.73	1.49	0.18	1.47		Vinegar, Mustard Seed, Salt, Spices and Turmeric
#2 Jersey Shore's Favorite Spicy Brown Mustard (Bowl)	Bowl	42.52	1.65	0	0.38	425.25	1.73	1.49	0.18	1.47		Vinegar, Mustard Seed, Salt, Spices and Turmeric
#3 Ham and Provolone Spicy Brown Mustard (Bowl)	Bowl	42.52	1.65	0	0.38	425.25	1.73	1.49	0.18	1.47		Vinegar, Mustard Seed, Salt, Spices and Turmeric
#14 The Veggie Spicy Brown Mustard (Bowl)	Bowl	42.52	1.65	0	0.38	425.25	1.73	1.49	0.18	1.47		Vinegar, Mustard Seed, Salt, Spices and Turmeric
#5 The Super Sub Spicy Brown Mustard (Bowl)	Bowl	42.52	1.65	0	0.38	425.25	1.73	1.49	0.18	1.47		Vinegar, Mustard Seed, Salt, Spices and Turmeric
#7 Turkey and Provolone Spicy Brown Mustard (Bowl)	Bowl	42.52	1.65	0	0.38	425.25	1.73	1.49	0.18	1.47		Vinegar, Mustard Seed, Salt, Spices and Turmeric
#10 Tuna Fish Spicy Brown Mustard (Bowl)	Bowl	42.52	1.65	0	0.38	425.25	1.73	1.49	0.18	1.47		Vinegar, Mustard Seed, Salt, Spices and Turmeric
#6  Roast Beef and Provolone Spicy Brown Mustard (Bowl)	Bowl	42.52	1.65	0	0.38	425.25	1.73	1.49	0.18	1.47		Vinegar, Mustard Seed, Salt, Spices and Turmeric
#13 The Original Italian Spicy Brown Mustard (Bowl)	Bowl	42.52	1.65	0	0.38	425.25	1.73	1.49	0.18	1.47		Vinegar, Mustard Seed, Salt, Spices and Turmeric
#8 Club Sub Spicy Brown Mustard (Bowl)	Bowl	7.09	0.28	0	0.06	70.88	0.29	0.25	0.03	0.24		Vinegar, Mustard Seed, Salt, Spices and Turmeric
#9 Club Supreme Spicy Brown Mustard (Bowl)	Bowl	7.09	0.28	0	0.06	70.88	0.29	0.25	0.03	0.24		Vinegar, Mustard Seed, Salt, Spices and Turmeric
#1 BLT Spicy Brown Mustard (Bowl)	Bowl	7.09	0.28	0	0.06	70.88	0.29	0.25	0.03	0.24		Vinegar, Mustard Seed, Salt, Spices and Turmeric
#4 The Number Four Spicy Brown Mustard (Bowl)	Bowl	42.52	1.65	0	0.38	425.25	1.73	1.49	0.18	1.47		Vinegar, Mustard Seed, Salt, Spices and Turmeric
#11 Stickball Special Spicy Brown Mustard (Bowl)	Bowl	42.52	1.65	0	0.38	425.25	1.73	1.49	0.18	1.47		Vinegar, Mustard Seed, Salt, Spices and Turmeric
#12 Cancro Special Spicy Brown Mustard (Bowl)	Bowl	42.52	1.65	0	0.38	425.25	1.73	1.49	0.18	1.47		Vinegar, Mustard Seed, Salt, Spices and Turmeric
Chipotle Turkey Sub Spicy Brown Mustard (Bowl)	Bowl	42.52	1.65	0	0.38	425.25	1.73	1.49	0.18	1.47		Vinegar, Mustard Seed, Salt, Spices and Turmeric
Pepperoni & Cheese Spicy Brown Mustard (Bowl)	Bowl	42.52	1.65	0	0.38	425.25	1.73	1.49	0.18	1.47		Vinegar, Mustard Seed, Salt, Spices and Turmeric
California Club Sub Spicy Brown Mustard (Bowl)	Bowl	14.18	0.55	0	0.13	141.75	0.57	0.49	0.06	0.49		Vinegar, Mustard Seed, Salt, Spices and Turmeric
Turkey Club Sub Spicy Brown Mustard (Bowl)	Bowl	7.09	0.28	0	0.06	70.88	0.29	0.25	0.03	0.24		Vinegar, Mustard Seed, Salt, Spices and Turmeric
Chicken Salad Sub Oregano (Bowl)	Bowl	0.98	0.02	0.01	0	0.09	0.25	0.16	0.02	0.03		
#2 Jersey Shore's Favorite Oregano (Bowl)	Bowl	0.98	0.02	0.01	0	0.09	0.25	0.16	0.02	0.03		
#3 Ham and Provolone Oregano (Bowl)	Bowl	0.98	0.02	0.01	0	0.09	0.25	0.16	0.02	0.03		
#14 The Veggie Oregano (Bowl)	Bowl	0.98	0.02	0.01	0	0.09	0.25	0.16	0.02	0.03		
#5 The Super Sub Oregano (Bowl)	Bowl	0.98	0.02	0.01	0	0.09	0.25	0.16	0.02	0.03		
#7 Turkey and Provolone Oregano (Bowl)	Bowl	0.98	0.02	0.01	0	0.09	0.25	0.16	0.02	0.03		
#10 Tuna Fish Oregano (Bowl)	Bowl	0.98	0.02	0.01	0	0.09	0.25	0.16	0.02	0.03		
#6  Roast Beef and Provolone Oregano (Bowl)	Bowl	0.98	0.02	0.01	0	0.09	0.25	0.16	0.02	0.03		
#13 The Original Italian Oregano (Bowl)	Bowl	0.98	0.02	0.01	0	0.09	0.25	0.16	0.02	0.03		
#8 Club Sub Oregano (Bowl)	Bowl	0.98	0.02	0.01	0	0.09	0.25	0.16	0.02	0.03		
#9 Club Supreme Oregano (Bowl)	Bowl	0.98	0.02	0.01	0	0.09	0.25	0.16	0.02	0.03		
#1 BLT Oregano (Bowl)	Bowl	9.77	0.16	0.06	0	0.92	2.54	1.57	0.15	0.33		
#4 The Number Four Oregano (Bowl)	Bowl	0.98	0.02	0.01	0	0.09	0.25	0.16	0.02	0.03		
#11 Stickball Special Oregano (Bowl)	Bowl	0.98	0.02	0.01	0	0.09	0.25	0.16	0.02	0.03		
#12 Cancro Special Oregano (Bowl)	Bowl	0.98	0.02	0.01	0	0.09	0.25	0.16	0.02	0.03		
Chipotle Turkey Sub Oregano (Bowl)	Bowl	0.98	0.02	0.01	0	0.09	0.25	0.16	0.02	0.03		
Pepperoni & Cheese Oregano (Bowl)	Bowl	0.98	0.02	0.01	0	0.09	0.25	0.16	0.02	0.03		
California Club Sub Oregano (Bowl)	Bowl	0.98	0.02	0.01	0	0.09	0.25	0.16	0.02	0.03		
Turkey Club Sub Oregano (Bowl)	Bowl	0.98	0.02	0.01	0	0.09	0.25	0.16	0.02	0.03		
Chicken Salad Sub Salt (Bowl)	Bowl	0	0	0	0	48.35	0	0	0	0		
#2 Jersey Shore's Favorite Salt (Bowl)	Bowl	0	0	0	0	48.35	0	0	0	0		
#3 Ham and Provolone Salt (Bowl)	Bowl	0	0	0	0	48.35	0	0	0	0		
#14 The Veggie Salt (Bowl)	Bowl	0	0	0	0	48.35	0	0	0	0		
#5 The Super Sub Salt (Bowl)	Bowl	0	0	0	0	48.35	0	0	0	0		
#7 Turkey and Provolone Salt (Bowl)	Bowl	0	0	0	0	48.35	0	0	0	0		
#10 Tuna Fish Salt (Bowl)	Bowl	0	0	0	0	48.35	0	0	0	0		
#6  Roast Beef and Provolone Salt (Bowl)	Bowl	0	0	0	0	48.35	0	0	0	0		
#13 The Original Italian Salt (Bowl)	Bowl	0	0	0	0	48.35	0	0	0	0		
#8 Club Sub Salt (Bowl)	Bowl	0	0	0	0	48.35	0	0	0	0		
#9 Club Supreme Salt (Bowl)	Bowl	0	0	0	0	48.35	0	0	0	0		
#1 BLT Salt (Bowl)	Bowl	0	0	0	0	0	0	0	0	0		
#4 The Number Four Salt (Bowl)	Bowl	0	0	0	0	48.35	0	0	0	0		
#11 Stickball Special Salt (Bowl)	Bowl	0	0	0	0	48.35	0	0	0	0		
#12 Cancro Special Salt (Bowl)	Bowl	0	0	0	0	48.35	0	0	0	0		
Chipotle Turkey Sub Salt (Bowl)	Bowl	0	0	0	0	48.35	0	0	0	0		
Pepperoni & Cheese Salt (Bowl)	Bowl	0	0	0	0	48.35	0	0	0	0		
California Club Sub Salt (Bowl)	Bowl	0	0	0	0	48.35	0	0	0	0		
Turkey Club Sub Salt (Bowl)	Bowl	0	0	0	0	48.35	0	0	0	0		
Chicken Salad Sub Honey Mustard (Bowl)	Bowl	31.89	1.67	0.09	0	507.07	2.25	0.89	0.49	1.44		Distilled vinegar, water, high fructose corn syrup, mustard seed, sugar, corn syrup, salt, carrot oleoresin (color), honey, spices and garlic powder
#2 Jersey Shore's Favorite Honey Mustard (Bowl)	Bowl	31.89	1.67	0.09	0	507.07	2.25	0.89	0.49	1.44		Distilled vinegar, water, high fructose corn syrup, mustard seed, sugar, corn syrup, salt, carrot oleoresin (color), honey, spices and garlic powder
#3 Ham and Provolone Honey Mustard (Bowl)	Bowl	31.89	1.67	0.09	0	507.07	2.25	0.89	0.49	1.44		Distilled vinegar, water, high fructose corn syrup, mustard seed, sugar, corn syrup, salt, carrot oleoresin (color), honey, spices and garlic powder
#14 The Veggie Honey Mustard (Bowl)	Bowl	31.89	1.67	0.09	0	507.07	2.25	0.89	0.49	1.44		Distilled vinegar, water, high fructose corn syrup, mustard seed, sugar, corn syrup, salt, carrot oleoresin (color), honey, spices and garlic powder
#5 The Super Sub Honey Mustard (Bowl)	Bowl	31.89	1.67	0.09	0	507.07	2.25	0.89	0.49	1.44		Distilled vinegar, water, high fructose corn syrup, mustard seed, sugar, corn syrup, salt, carrot oleoresin (color), honey, spices and garlic powder
#7 Turkey and Provolone Honey Mustard (Bowl)	Bowl	31.89	1.67	0.09	0	507.07	2.25	0.89	0.49	1.44		Distilled vinegar, water, high fructose corn syrup, mustard seed, sugar, corn syrup, salt, carrot oleoresin (color), honey, spices and garlic powder
#10 Tuna Fish Honey Mustard (Bowl)	Bowl	31.89	1.67	0.09	0	507.07	2.25	0.89	0.49	1.44		Distilled vinegar, water, high fructose corn syrup, mustard seed, sugar, corn syrup, salt, carrot oleoresin (color), honey, spices and garlic powder
#6  Roast Beef and Provolone Honey Mustard (Bowl)	Bowl	31.89	1.67	0.09	0	507.07	2.25	0.89	0.49	1.44		Distilled vinegar, water, high fructose corn syrup, mustard seed, sugar, corn syrup, salt, carrot oleoresin (color), honey, spices and garlic powder
#13 The Original Italian Honey Mustard (Bowl)	Bowl	31.89	1.67	0.09	0	507.07	2.25	0.89	0.49	1.44		Distilled vinegar, water, high fructose corn syrup, mustard seed, sugar, corn syrup, salt, carrot oleoresin (color), honey, spices and garlic powder
#8 Club Sub Honey Mustard (Bowl)	Bowl	5.32	0.28	0.01	0	84.51	0.38	0.15	0.08	0.24		Distilled vinegar, water, high fructose corn syrup, mustard seed, sugar, corn syrup, salt, carrot oleoresin (color), honey, spices and garlic powder
#9 Club Supreme Honey Mustard (Bowl)	Bowl	5.32	0.28	0.01	0	84.51	0.38	0.15	0.08	0.24		Distilled vinegar, water, high fructose corn syrup, mustard seed, sugar, corn syrup, salt, carrot oleoresin (color), honey, spices and garlic powder
#1 BLT Honey Mustard (Bowl)	Bowl	5.32	0.28	0.01	0	84.51	0.38	0.15	0.08	0.24		Distilled vinegar, water, high fructose corn syrup, mustard seed, sugar, corn syrup, salt, carrot oleoresin (color), honey, spices and garlic powder
#4 The Number Four Honey Mustard (Bowl)	Bowl	31.89	1.67	0.09	0	507.07	2.25	0.89	0.49	1.44		Distilled vinegar, water, high fructose corn syrup, mustard seed, sugar, corn syrup, salt, carrot oleoresin (color), honey, spices and garlic powder
#11 Stickball Special Honey Mustard (Bowl)	Bowl	31.89	1.67	0.09	0	507.07	2.25	0.89	0.49	1.44		Distilled vinegar, water, high fructose corn syrup, mustard seed, sugar, corn syrup, salt, carrot oleoresin (color), honey, spices and garlic powder
#12 Cancro Special Honey Mustard (Bowl)	Bowl	31.89	1.67	0.09	0	507.07	2.25	0.89	0.49	1.44		Distilled vinegar, water, high fructose corn syrup, mustard seed, sugar, corn syrup, salt, carrot oleoresin (color), honey, spices and garlic powder
Chipotle Turkey Sub Honey Mustard (Bowl)	Bowl	31.89	1.67	0.09	0	507.07	2.25	0.89	0.49	1.44		Distilled vinegar, water, high fructose corn syrup, mustard seed, sugar, corn syrup, salt, carrot oleoresin (color), honey, spices and garlic powder
Pepperoni & Cheese Honey Mustard (Bowl)	Bowl	31.89	1.67	0.09	0	507.07	2.25	0.89	0.49	1.44		Distilled vinegar, water, high fructose corn syrup, mustard seed, sugar, corn syrup, salt, carrot oleoresin (color), honey, spices and garlic powder
California Club Sub Honey Mustard (Bowl)	Bowl	10.63	0.56	0.03	0	169.03	0.75	0.29	0.17	0.48		Distilled vinegar, water, high fructose corn syrup, mustard seed, sugar, corn syrup, salt, carrot oleoresin (color), honey, spices and garlic powder
Turkey Club Sub Honey Mustard (Bowl)	Bowl	5.32	0.28	0.01	0	84.51	0.38	0.15	0.08	0.24		Distilled vinegar, water, high fructose corn syrup, mustard seed, sugar, corn syrup, salt, carrot oleoresin (color), honey, spices and garlic powder
Onions (Bowl)	Bowl	3.4	0.01	0	0	0.34	0.8	0.14	0.36	0.09		
Croutons (Bowl)	Bowl	89.69	5.41	0.89	1.35	168.93	8.17	0.43	0.25	2	milk, wheat	WHITE SUB (Enriched flour (wheat flour, unbleached, unbromated, niacin, reduced iron, thiamin mononitrate, riboflavin, enzyme, folic acid), water, yeast, contains 2% or less of: salt, soybean/canola oil, cane sugar, DATEM, calcium sulfate, ammonium sulfate, monoglycerides, ascorbic acid, enzymes) OR (Enriched flour (niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, yeast, salt, soybean oil, sugar, dough conditioner (guar gum, sugar, sodium stearoyl lactylate, DATEM, wheat flour, non-gmo canola oil, mono & diglycerides, ascorbic acid, enzymes)) OR (Wheat flour enriched (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid, malted barley flour), water, yeast, salt, soybean oil, sugar, vital wheat gluten, dough conditioner (enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), ascorbic acid, enzymes)) OR (Flour (wheat flour, malted barley), water, yeast, contains less than 2% of each of the following: salt, sugar, soybean oil, wheat gluten, enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), ascorbic acid, enzymes), RED WINE VINEGAR (Red wine vinegar, naturally occuring sulfites), VEGETABLE OIL BLEND (Soybean oil and/or canola oil, olive oil), PARMESAN CHEESE (Parmesan cheese (pasteurized part-skim cow's milk, cheese cultures, salt, enzymes), powdered cellulose added to prevent caking, natamycin (a natural mold inhibitor)), OREGANO, SALT, DRIED ROSEMARY.
Hot Honey (Bowl)	Bowl	94.12	0.03	0	0	3.32	23.39	0	22.17	0.08		HONEY, CHILIES, VINEGAR
#2 Jersey Shore's Favorite Ham (Mini)	Mini	37.45	1.43	0.54	12.94	318.91	0.68	0	0.68	5.64		(Ham cured with water dextrose, contains 2% or less of: salt, sugar, sodium phosphates, sodium ascorbate, sodium erythorbate, sodium nitrite)
#3 Ham and Provolone Ham (Mini)	Mini	56.18	2.14	0.81	19.4	478.37	1.03	0	1.03	8.46		(Ham cured with water dextrose, contains 2% or less of: salt, sugar, sodium phosphates, sodium ascorbate, sodium erythorbate, sodium nitrite)
#5 The Super Sub Ham (Mini)	Mini	37.45	1.43	0.54	12.94	318.91	0.68	0	0.68	5.64		(Ham cured with water dextrose, contains 2% or less of: salt, sugar, sodium phosphates, sodium ascorbate, sodium erythorbate, sodium nitrite)
#13 The Original Italian Ham (Mini)	Mini	37.45	1.43	0.54	12.94	318.91	0.68	0	0.68	5.64		(Ham cured with water dextrose, contains 2% or less of: salt, sugar, sodium phosphates, sodium ascorbate, sodium erythorbate, sodium nitrite)
#8 Club Sub Ham (Mini)	Mini	37.45	1.43	0.54	12.94	318.91	0.68	0	0.68	5.64		(Ham cured with water dextrose, contains 2% or less of: salt, sugar, sodium phosphates, sodium ascorbate, sodium erythorbate, sodium nitrite)
#11 Stickball Special Ham (Mini)	Mini	37.45	1.43	0.54	12.94	318.91	0.68	0	0.68	5.64		(Ham cured with water dextrose, contains 2% or less of: salt, sugar, sodium phosphates, sodium ascorbate, sodium erythorbate, sodium nitrite)
#4 Ham, Egg and Cheese Ham (Mini)	Mini	73.34	2.8	1.06	25.33	624.54	1.34	0	1.34	11.04		(Ham cured with water dextrose, contains 2% or less of: salt, sugar, sodium phosphates, sodium ascorbate, sodium erythorbate, sodium nitrite)
Cappacuolo (Mini)	Mini	16.52	0.46	0.13	5.63	133.23	0.69	0	0.59	2.48		Ham cured with water, dextrose, less than 2% of salt, flavorings, sugar, soybean oil, sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite, paprika oleoresin, potassium lactate, sodium diacetate.
#2 Jersey Shore's Favorite Provolone (Mini)	Mini	78.45	5.97	3.56	16.78	175.77	0.5	0	0.06	5.68	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
#3 Ham and Provolone Provolone (Mini)	Mini	78.45	5.97	3.56	16.78	175.77	0.5	0	0.06	5.68	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
#14 The Veggie Provolone (Mini)	Mini	117.67	8.95	5.34	25.18	263.65	0.74	0	0.1	8.52	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
#5 The Super Sub Provolone (Mini)	Mini	78.45	5.97	3.56	16.78	175.77	0.5	0	0.06	5.68	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
#7 Turkey and Provolone Provolone (Mini)	Mini	78.45	5.97	3.56	16.78	175.77	0.5	0	0.06	5.68	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
#6  Roast Beef and Provolone Provolone (Mini)	Mini	78.45	5.97	3.56	16.78	175.77	0.5	0	0.06	5.68	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
#13 The Original Italian Provolone (Mini)	Mini	78.45	5.97	3.56	16.78	175.77	0.5	0	0.06	5.68	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
#8 Club Sub Provolone (Mini)	Mini	78.45	5.97	3.56	16.78	175.77	0.5	0	0.06	5.68	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
#4 The Number Four Provolone (Mini)	Mini	78.45	5.97	3.56	16.78	175.77	0.5	0	0.06	5.68	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
#11 Stickball Special Provolone (Mini)	Mini	78.45	5.97	3.56	16.78	175.77	0.5	0	0.06	5.68	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
#12 Cancro Special Provolone (Mini)	Mini	78.45	5.97	3.56	16.78	175.77	0.5	0	0.06	5.68	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
Chipotle Turkey Sub Provolone (Mini)	Mini	78.45	5.97	3.56	16.78	175.77	0.5	0	0.06	5.68	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
Pepperoni & Cheese Provolone (Mini)	Mini	73.55	5.59	3.34	15.73	164.78	0.47	0	0.06	5.33	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
Salami and Cheese Provolone (Mini)	Mini	78.45	5.97	3.56	16.78	175.77	0.5	0	0.06	5.68	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
California Club Sub Provolone (Mini)	Mini	73.55	5.59	3.34	15.73	164.78	0.47	0	0.06	5.33	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
Turkey Club Sub Provolone (Mini)	Mini	78.45	5.97	3.56	16.78	175.77	0.5	0	0.06	5.68	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
#6 Halal Roast Beef and Provolone Provolone (Mini)	Mini	78.45	5.97	3.56	16.78	175.77	0.5	0	0.06	5.68	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
#7 Halal Turkey Breast and Provolone Provolone (Mini)	Mini	78.45	5.97	3.56	16.78	175.77	0.5	0	0.06	5.68	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
Halal Sliced Buffalo Chicken Sub Provolone (Mini)	Mini	78.45	5.97	3.56	16.78	175.77	0.5	0	0.06	5.68	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
Cappacuolo (Regular)	Regular	25.53	0.71	0.2	8.7	205.9	1.07	0	0.92	3.83		Ham cured with water, dextrose, less than 2% of salt, flavorings, sugar, soybean oil, sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite, paprika oleoresin, potassium lactate, sodium diacetate.
Cappacuolo (Giant)	Giant	42.06	1.16	0.34	14.34	339.12	1.76	0	1.51	6.31		Ham cured with water, dextrose, less than 2% of salt, flavorings, sugar, soybean oil, sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite, paprika oleoresin, potassium lactate, sodium diacetate.
#2 Jersey Shore's Favorite Ham (Wrap)	Wrap	92.07	3.51	1.33	31.8	783.99	1.68	0	1.68	13.87		(Ham cured with water dextrose, contains 2% or less of: salt, sugar, sodium phosphates, sodium ascorbate, sodium erythorbate, sodium nitrite)
#3 Ham and Provolone Ham (Wrap)	Wrap	110.8	4.22	1.6	38.27	943.45	2.02	0	2.02	16.68		(Ham cured with water dextrose, contains 2% or less of: salt, sugar, sodium phosphates, sodium ascorbate, sodium erythorbate, sodium nitrite)
#5 The Super Sub Ham (Wrap)	Wrap	56.18	2.14	0.81	19.4	478.37	1.03	0	1.03	8.46		(Ham cured with water dextrose, contains 2% or less of: salt, sugar, sodium phosphates, sodium ascorbate, sodium erythorbate, sodium nitrite)
#13 The Original Italian Ham (Wrap)	Wrap	56.18	2.14	0.81	19.4	478.37	1.03	0	1.03	8.46		(Ham cured with water dextrose, contains 2% or less of: salt, sugar, sodium phosphates, sodium ascorbate, sodium erythorbate, sodium nitrite)
#8 Club Sub Ham (Wrap)	Wrap	56.18	2.14	0.81	19.4	478.37	1.03	0	1.03	8.46		(Ham cured with water dextrose, contains 2% or less of: salt, sugar, sodium phosphates, sodium ascorbate, sodium erythorbate, sodium nitrite)
#11 Stickball Special Ham (Wrap)	Wrap	92.07	3.51	1.33	31.8	783.99	1.68	0	1.68	13.87		(Ham cured with water dextrose, contains 2% or less of: salt, sugar, sodium phosphates, sodium ascorbate, sodium erythorbate, sodium nitrite)
Cappacuolo (Wrap)	Wrap	25.53	0.71	0.2	8.7	205.9	1.07	0	0.92	3.83		Ham cured with water, dextrose, less than 2% of salt, flavorings, sugar, soybean oil, sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite, paprika oleoresin, potassium lactate, sodium diacetate.
#2 Jersey Shore's Favorite Provolone (Wrap)	Wrap	117.67	8.95	5.34	25.18	263.65	0.74	0	0.1	8.52	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
#3 Ham and Provolone Provolone (Wrap)	Wrap	117.67	8.95	5.34	25.18	263.65	0.74	0	0.1	8.52	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
#14 The Veggie Provolone (Wrap)	Wrap	196.12	14.92	8.9	41.96	439.42	1.24	0	0.16	14.2	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
#5 The Super Sub Provolone (Wrap)	Wrap	117.67	8.95	5.34	25.18	263.65	0.74	0	0.1	8.52	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
#7 Turkey and Provolone Provolone (Wrap)	Wrap	117.67	8.95	5.34	25.18	263.65	0.74	0	0.1	8.52	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
#6  Roast Beef and Provolone Provolone (Wrap)	Wrap	117.67	8.95	5.34	25.18	263.65	0.74	0	0.1	8.52	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
#13 The Original Italian Provolone (Wrap)	Wrap	117.67	8.95	5.34	25.18	263.65	0.74	0	0.1	8.52	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
#8 Club Sub Provolone (Wrap)	Wrap	117.67	8.95	5.34	25.18	263.65	0.74	0	0.1	8.52	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
#4 The Number Four Provolone (Wrap)	Wrap	117.67	8.95	5.34	25.18	263.65	0.74	0	0.1	8.52	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
#11 Stickball Special Provolone (Wrap)	Wrap	117.67	8.95	5.34	25.18	263.65	0.74	0	0.1	8.52	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
#12 Cancro Special Provolone (Wrap)	Wrap	117.67	8.95	5.34	25.18	263.65	0.74	0	0.1	8.52	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
Chipotle Turkey Sub Provolone (Wrap)	Wrap	122.58	9.32	5.56	26.23	274.64	0.78	0	0.1	8.88	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
Pepperoni & Cheese Provolone (Wrap)	Wrap	122.58	9.32	5.56	26.23	274.64	0.78	0	0.1	8.88	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
